Ruta,n_obs,var_time,std_time,median_time,mean_time,q25,q75,tiempo_ideal,buffer_recomendado,mean_time_safe,CV,Es_Critica
AIR SHOP/BB CANCUN PLANTA,72,30695.434859154928,175.2011268775259,47.5,77.79166666666667,35.0,65.25,47.5,271.75744240323314,77.79166666666667,2.252183741328667,False
ALPURA - PGL/WM CEDIS CHALCO,63,227.4045058883769,15.079937197759708,0.0,2.6031746031746037,0.0,1.0,0.0,19.302319613132426,2.6031746031746037,5.792902704017448,False
AURRERA CHAC MOOL CANCUN/WM CEDIS PERECEDERO VHSA,25,630376.64,793.9626187674078,1492.0,1574.16,1314.0,1751.0,1492.0,2508.272152022282,1574.16,0.5043722485436091,False
AURRERA LAS AMERICAS/CEDIS PERECEDEROS VHS,27,360354.78917378926,600.2955848361615,1074.0,1205.4074074074074,935.5,1351.5,1074.0,1842.3783485902868,1205.4074074074074,0.4980022365444713,False
AURRERA PROGRESO MERIDA/CEDIS PERECEDEROS VHS,39,254510.02834008096,504.4898694127375,1287.0,1363.8461538461538,1132.5,1462.0,1287.0,1932.747032848304,1363.8461538461538,0.36990232951864566,False
AURRERA PROGRESO MERIDA/WM CEDIS PERECEDERO VHSA,26,141395.42153846152,376.0258256269927,1237.0,1202.3076923076924,1043.75,1433.0,1237.0,1718.3130568025506,1202.3076923076924,0.31275340583179173,False
BA TLAPA GRO/WM CEDIS CHALCO,30,0.3919540229885056,0.6260623155792925,0.0,0.4333333333333333,0.0,1.0,0.0,0.8013597639414944,0.4333333333333333,1.4447591897983674,False
BB CAMPECHE OTE/BB CANCUN PLANTA,53,273368.8809869376,522.8469001408898,630.0,806.2452830188679,555.0,840.0,630.0,1299.244032180339,806.2452830188679,0.6484960732832642,False
BB CAMPECHE OTE/BB CHAMPOTON,139,7194.412470023976,84.81988251597603,95.0,125.12230215827338,82.0,127.5,95.0,203.5694496204493,125.12230215827338,0.6778957951771314,False
BB CAMPECHE OTE/BB DZITBALCHE,249,29128366.077957023,5397.070138321071,91.0,458.3333333333333,75.0,133.0,91.0,6999.249777050971,458.3333333333333,11.775425756336881,True
BB CAMPECHE OTE/BB ESCARCEGA,162,107208.160302124,327.4265723824564,205.5,300.820987654321,167.25,297.5,205.5,624.6060126495443,300.820987654321,1.088443246382491,False
BB CAMPECHE OTE/BB PACABTUN,1046,1671041.167672702,1292.6875754306227,234.5,370.20458891013385,171.0,360.0,234.5,1889.140096551197,370.20458891013385,3.491819426755996,False
BB CAMPECHE OTE/BB PONIENTE,55,36161518.77643096,6013.444834404899,255.0,1076.2363636363636,174.0,312.0,255.0,7952.209388038271,1076.2363636363636,5.587475983516115,False
BB CANCUN NORTE/BB CANCUN,156,197916484.27096772,14068.279364263695,56.0,1199.0,40.0,75.25,56.0,18063.39758625753,1199.0,11.73334392348932,True
BB CANCUN NORTE/BB ISLA MUJERES,355,11383360.917211749,3373.9236679586797,307.0,661.2873239436619,180.0,485.5,307.0,4625.62229498711,661.2873239436619,5.102054047910526,False
BB CANCUN NORTE/BB PONIENTE,57,112110.85213032585,334.8295867009453,332.0,457.5964912280702,272.0,460.0,332.0,760.58187097721,457.5964912280702,0.7317136235077975,False
BB CANCUN PLANTA/AIR SHOP,72,501.633607198748,22.397178554423945,40.5,46.513888888888886,32.75,60.0,40.5,69.16838854966265,46.513888888888886,0.48151593189564773,False
BB CANCUN PLANTA/BB CAMPECHE OTE,48,60403.54210992906,245.7713207636909,477.0,534.8958333333334,408.0,604.0,477.0,791.5872905775244,534.8958333333334,0.45947510795159346,False
BB CANCUN PLANTA/BB CANCUN NORTE,163,15630215.758463996,3953.5067672212217,55.0,420.3926380368098,44.5,84.5,55.0,5115.488662043164,420.3926380368098,9.404319699040617,True
BB CANCUN PLANTA/BB CEDIS CANCUN,223,175.77954187371245,13.258187729614953,30.0,31.390134529147986,25.0,30.0,30.0,46.97048029390714,31.390134529147986,0.422367980529162,False
BB CANCUN PLANTA/BB CHETUMAL,691,10077188.330266992,3174.45874603325,532.0,845.5643994211288,466.0,656.5,532.0,4595.30719492256,845.5643994211288,3.7542483437174936,False
BB CANCUN PLANTA/BB COZUMEL,297,311091.8324005825,557.7560689052002,447.0,724.1245791245791,371.0,960.0,447.0,1160.9277681986564,724.1245791245791,0.7702487734631134,False
BB CANCUN PLANTA/BB FELIPE CARRILO PUERTO,174,109706.47933692113,331.2196844043559,354.0,431.4425287356322,297.5,437.75,354.0,777.9611960375755,431.4425287356322,0.7677029090641916,False
BB CANCUN PLANTA/BB ISLA MUJERES,218,44075.861159261,209.9425187027654,353.0,373.8623853211009,272.25,446.75,353.0,621.7264239395397,373.8623853211009,0.561550257382676,False
BB CANCUN PLANTA/BB IZAMAL,161,96128.34262422365,310.0457105399519,249.0,319.35403726708074,204.0,330.0,249.0,645.8585094911384,319.35403726708074,0.9708526411415175,False
BB CANCUN PLANTA/BB PACABTUN,901,2687679.0616450883,1639.4142434555972,322.0,474.1354051054384,246.0,407.0,322.0,2420.4502316231647,474.1354051054384,3.4576920976635854,False
BB CANCUN PLANTA/BB PLAYA DEL CARMEN,1132,1497247.58414721,1223.620686384147,80.0,175.31360424028267,65.0,127.0,80.0,1646.2344785717078,175.31360424028267,6.979610576638807,True
BB CANCUN PLANTA/BB PONIENTE,181,204722.04591774105,452.4622038554613,305.0,449.1436464088398,232.0,419.0,305.0,884.1516209349905,449.1436464088398,1.0073886327306538,False
BB CANCUN PLANTA/BB TIZIMIN,209,70776.92560728741,266.03933094053485,172.0,248.26315789473685,132.0,256.0,172.0,512.5303436038846,248.26315789473685,1.07160213861992,False
BB CANCUN PLANTA/BB TULUM,418,4784135.298796373,2187.266627276239,196.0,352.17224880382776,160.0,272.25,196.0,2995.701282913586,352.17224880382776,6.210786439605646,False
BB CANCUN PLANTA/BB VALLADOLID,283,109652.1015963712,331.137587109001,164.0,298.26148409893995,107.5,318.5,164.0,587.8561114995214,298.26148409893995,1.1102257742375992,False
BB CANCUN PLANTA/CHEDRAUI CANCUN MUNDO MAYA,126,65974.83307936507,256.85566585023014,30.0,70.15079365079364,30.0,60.0,30.0,358.7752522882946,70.15079365079364,3.661479114959724,False
BB CANCUN PLANTA/CITY CLUB,69,805579.4492753623,897.5407786141877,41.0,212.18840579710144,30.0,67.0,41.0,1189.8521966261603,212.18840579710144,4.229923756873093,False
BB CANCUN PLANTA/COSTCO,48,46439.4215425532,215.4980778163768,58.0,113.9375,35.0,108.25,58.0,333.8375396049624,113.9375,1.8913709517619466,False
BB CANCUN PLANTA/GRAND PALACE,66,833.9850815850818,28.878799864002,49.0,53.121212121212125,36.25,60.0,49.0,85.96486382592255,53.121212121212125,0.5436397008055139,False
BB CANCUN PLANTA/MEGA EMPACK,140,14988251.480935244,3871.466321813383,331.5,749.65,246.75,488.75,331.5,5286.97689192113,749.65,5.164365132813157,False
BB CANCUN PLANTA/MERA,110,18896.69132610509,137.46523679136152,42.0,61.73636363636364,32.25,60.0,42.0,217.95550309294276,61.73636363636364,2.2266493958253224,False
BB CANCUN PLANTA/SAMS CUMBRES,50,3642.000000000001,60.34898507845845,51.5,78.6,40.0,116.25,51.5,128.74670090042682,78.6,0.7677987923467996,False
BB CANCUN PLANTA/SAMS KABAH,52,2141.589743589744,46.27731348716932,35.0,54.69230769230769,30.0,60.0,35.0,94.23496126357674,54.69230769230769,0.8461393464601986,False
BB CANCUN PLANTA/SUPER AKI,64,33011.32936507936,181.69020162099923,37.0,71.5625,30.0,60.0,37.0,269.563458074879,71.5625,2.53890238073012,False
BB CANCUN/SAMS,99,189192.96557410844,434.9631772622925,43.0,106.53535353535354,30.0,62.5,43.0,599.7528668957343,106.53535353535354,4.082805968423908,False
BB CANDELARIA/BB PACABTUN,177,653221.5653569591,808.2212354033759,625.0,731.5649717514125,535.0,758.0,625.0,1659.5231813163211,731.5649717514125,1.1047839448469539,False
BB CEDIS CANCUN/BB CANCUN PLANTA,223,195.52821880176143,13.983140519989115,30.0,31.69506726457399,27.5,30.0,30.0,47.898419865586064,31.69506726457399,0.44117718392155814,False
BB CENTRO/BB PACABTUN,476,3678145.289588678,1917.8491310811385,25.0,152.83193277310923,21.0,30.0,25.0,2479.8468877838573,152.83193277310923,12.548746170267526,True
BB CENTRO/BB PONIENTE,399,5134424.763151599,2265.9269103727947,45.0,234.16040100250623,30.0,73.0,45.0,2945.386445277177,234.16040100250623,9.676815126177301,True
BB CHAMPOTON/BB CAMPECHE OTE,140,51501171.931089394,7176.431699047193,120.5,828.4357142857143,87.0,204.0,120.5,9306.332574780408,828.4357142857143,8.662629550241912,True
BB CHAMPOTON/BB PACABTUN,446,4569167.550279641,2137.561121998536,350.0,571.7488789237668,256.5,516.5,350.0,3086.0782361581264,571.7488789237668,3.7386363153386153,False
BB CHETUMAL/BB CANCUN PLANTA,689,3150874.2922967174,1775.0702217931316,624.0,785.1741654571844,484.0,824.0,624.0,2896.0898838952085,785.1741654571844,2.260734369373398,False
BB CHETUMAL/BB FELIPE CARRILO PUERTO,175,27349.766633825955,165.37764853155323,226.0,262.19428571428574,181.0,290.5,226.0,437.68339012038814,262.19428571428574,0.630744671193048,False
BB CHETUMAL/BB PACABTUN,348,142361.95922355834,377.3088379876071,490.0,579.8908045977012,388.0,634.25,490.0,972.9553126241372,579.8908045977012,0.6506549767578481,False
BB CHETUMAL/BB XPUJIL,71,28017567.592756536,5293.162343321479,300.0,1142.0845070422536,183.5,702.5,300.0,7075.247799451493,1142.0845070422536,4.634650335139909,False
BB CIUDAD DEL CARMEN/BB PACABTUN,769,2747178.9833387486,1657.4616084056815,492.0,585.8660598179454,406.0,587.0,492.0,2613.5508587592726,585.8660598179454,2.82907941265744,False
BB COZUMEL/BB CANCUN PLANTA,217,82471135.8312,9081.362003091826,430.0,1125.7603686635944,328.0,580.0,430.0,12054.14336395754,1125.7603686635944,8.066869518485925,True
BB COZUMEL/BB PACABTUN,77,21210644.588174988,4605.501556635822,572.0,1155.87012987013,456.0,759.0,572.0,6467.041992493853,1155.87012987013,3.984445516516014,False
BB DZITBALCHE/BB CAMPECHE OTE,255,15590616.741176477,3948.4955035021217,115.0,576.7764705882353,81.0,180.0,115.0,5169.074244482716,576.7764705882353,6.845798510946852,True
BB DZITBALCHE/BB PACABTUN,547,69209.90713917407,263.077758731471,122.0,229.0822669104205,91.0,250.5,122.0,458.7395311762829,229.0822669104205,1.1483986180141303,False
BB ESCARCEGA/BB CAMPECHE OTE,164,57069.71479874311,238.892684690727,213.5,301.6829268292683,158.0,360.0,213.5,519.2826364041306,301.6829268292683,0.7918667695302617,False
BB ESCARCEGA/BB PACABTUN,459,4603963.653490118,2145.6848914717457,427.0,632.6579520697168,345.0,559.5,427.0,3173.476661083834,632.6579520697168,3.391540222409626,False
BB FELIPE CARRILO PUERTO/BB CANCUN PLANTA,173,180057.26387955368,424.33154947464567,401.0,542.8554913294797,279.0,650.0,401.0,944.1443833275464,542.8554913294797,0.781665758663391,False
BB FELIPE CARRILO PUERTO/BB CHETUMAL,183,161662.53539902723,402.0727986310778,241.0,359.4590163934426,179.5,345.0,241.0,755.6531822477796,359.4590163934426,1.1185497658820516,False
BB FELIPE CARRILO PUERTO/BB PACABTUN,103,19441476.415952794,4409.248962799991,788.0,1195.3203883495146,340.0,1074.5,788.0,6431.8386723839885,1195.3203883495146,3.688759102392819,False
BB ISLA MUJERES/BB CANCUN NORTE,106,57828.43953279422,240.47544476057053,250.0,310.1320754716981,152.5,318.75,250.0,557.8085692935304,310.1320754716981,0.7753968833917526,False
BB ISLA MUJERES/BB CANCUN PLANTA,216,81465023.18518521,9025.797648140868,283.0,926.925925925926,189.5,360.0,283.0,11836.02098962031,926.925925925926,9.737345127254702,True
BB IZAMAL/BB CANCUN PLANTA,163,40195.54737559643,200.4882724141151,399.0,446.521472392638,313.5,550.0,399.0,655.6249886900673,446.521472392638,0.44900029407280223,False
BB IZAMAL/BB PACABTUN,442,199054.39143862677,446.1551203770128,75.0,150.24886877828055,65.25,106.25,75.0,646.0785540825763,150.24886877828055,2.9694407951609643,False
BB IZAMAL/BB PONIENTE,240,46955.00167364017,216.69102813370048,95.0,154.05,78.0,139.25,95.0,372.3645160111366,154.05,1.4066279009003602,False
BB JOSE MARIA MORELOS/BB PACABTUN,307,58890.12401268869,242.67287448886557,198.0,277.9869706840391,146.0,310.0,198.0,508.6212793457479,277.9869706840391,0.8729649231103295,False
BB JOSE MARIA MORELOS/BB TICUL,104,107083.95780433164,327.2368527600943,212.5,320.4423076923077,135.25,408.25,212.5,631.3631715329207,320.4423076923077,1.0212036454134852,False
BB MOTUL/BB PACABTUN,494,3309124.306251074,1819.0998615389628,50.0,163.00607287449392,40.0,66.75,50.0,2378.4478227698723,163.00607287449392,11.159706073893172,True
BB MOTUL/BB PONIENTE,173,70941.42357843797,266.3483125128409,53.0,102.97109826589596,41.0,75.0,53.0,393.9258400164363,102.97109826589596,2.586631753941926,False
BB PACABTUN/BB CAMPECHE OTE,1045,3475734.361101029,1864.3321488138931,201.0,321.11578947368423,172.0,256.0,201.0,2587.3451504817835,321.11578947368423,5.805794077798461,False
BB PACABTUN/BB CANCUN PLANTA,958,2246718.491821608,1498.9057648236624,529.0,669.570981210856,362.25,824.5,529.0,2447.599378974288,669.570981210856,2.2386062223201977,False
BB PACABTUN/BB CANDELARIA,178,609856.5548149556,780.9331308216828,551.5,633.8539325842696,500.25,630.0,551.5,1551.0944074517538,633.8539325842696,1.232039576748795,False
BB PACABTUN/BB CENTRO,478,304133659019.7036,551483.1448192262,24.0,25624.78451882845,21.0,28.0,24.0,705922.4253686096,25624.78451882845,21.521474430897566,True
BB PACABTUN/BB CHAMPOTON,442,76127.50752095711,275.9121373208455,296.0,331.9027149321267,244.0,360.0,296.0,649.1675357706822,331.9027149321267,0.8313042494312494,False
BB PACABTUN/BB CHETUMAL,344,37489.80578344296,193.62284416732172,561.5,591.0872093023256,508.0,647.25,561.5,809.3372405341718,591.0872093023256,0.32757068858901445,False
BB PACABTUN/BB CIUDAD DEL CARMEN,763,2640761.0730573763,1625.0418680936737,438.0,522.5963302752293,383.0,495.0,438.0,2518.053591159902,522.5963302752293,3.1095546867652764,False
BB PACABTUN/BB COZUMEL,77,79470.25358851675,281.90468883740965,602.0,656.7272727272727,547.0,680.0,602.0,962.8380017118844,656.7272727272727,0.4292568628476614,False
BB PACABTUN/BB DZITBALCHE,547,2991415.705392716,1729.570959918302,120.0,239.617915904936,100.0,170.0,120.0,2333.8508286954266,239.617915904936,7.218036904237483,True
BB PACABTUN/BB ESCARCEGA,458,4364723.665580535,2089.192108347276,404.0,551.0786026200873,349.0,475.75,404.0,3078.165898684513,551.0786026200873,3.791096403333885,False
BB PACABTUN/BB FELIPE CARRILO PUERTO,102,75220.29081731703,274.26317801942906,410.0,487.078431372549,366.0,491.25,410.0,761.0568678648692,487.078431372549,0.563078059618811,False
BB PACABTUN/BB IZAMAL,441,5930051.524747477,2435.1697116931045,80.0,272.5873015873016,72.0,103.0,80.0,3197.017230967174,272.5873015873016,8.933540548341325,True
BB PACABTUN/BB JOSE MARIA MORELOS,306,26171.3801350048,161.7757093478647,300.0,339.3921568627451,265.25,369.0,300.0,507.0729079652669,339.3921568627451,0.4766630756682131,False
BB PACABTUN/BB MOTUL,494,4040977.889386633,2010.218368582536,52.0,155.8765182186235,46.0,60.75,52.0,2625.0795117856464,155.8765182186235,12.896223187145601,True
BB PACABTUN/BB PALIZADA,36,61183.7396825397,247.353471135013,749.5,661.5555555555555,583.0,826.25,749.5,1066.1124430528166,661.5555555555555,0.3738967484405638,False
BB PACABTUN/BB PETO,300,16079.175239687856,126.8036878000315,177.5,207.13666666666663,140.0,235.75,177.5,339.8087203840403,207.13666666666663,0.6121740290630897,False
BB PACABTUN/BB PLAYA DEL CARMEN,412,59417.95977133675,243.75799427164796,409.0,453.69417475728153,346.75,480.0,409.0,721.0102326677094,453.69417475728153,0.5372738021202371,False
BB PACABTUN/BB PONIENTE,2297,1600347.9819166495,1265.048608519313,35.0,92.19068350021767,31.0,42.0,35.0,1654.2622189047206,92.19068350021767,13.72208731391308,True
BB PACABTUN/BB PROGRESO,782,2086290.638076309,1444.3997500956268,50.0,115.7237851662404,46.0,56.0,50.0,1898.8316801224023,115.7237851662404,12.481442324243947,True
BB PACABTUN/BB TICUL,950,3437086.517664018,1853.9381105268908,155.0,279.6842105263158,132.0,190.0,155.0,2528.0407814744203,279.6842105263158,6.6286834964265955,False
BB PACABTUN/BB TIZIMIN,353,318432.830157095,564.2985292884388,166.0,255.5099150141643,148.0,212.0,166.0,888.3021174892017,255.5099150141643,2.2085191068110084,False
BB PACABTUN/BB TULUM,20,23817.95789473684,154.33067710191918,370.0,393.2,337.0,448.5,370.0,567.5432666904566,393.2,0.3924991787943011,False
BB PACABTUN/BB VALLADOLID,505,217723.73426842692,466.6087593138677,182.0,234.48118811881187,157.0,238.0,182.0,779.2592119217506,234.48118811881187,1.9899624488316587,False
BB PACABTUN/BB XPUJIL,124,131456.65112772098,362.5695121321165,534.0,493.6532258064516,176.25,668.25,534.0,998.0889755291092,493.6532258064516,0.7344619525980175,False
BB PALIZADA/BB PACABTUN,36,288256.96825396834,536.8956772539414,857.0,945.0555555555557,660.0,1100.0,857.0,1544.2264668850448,945.0555555555557,0.5681101752143286,False
BB PETO/BB PACABTUN,304,1618963.7168229967,1272.385050534231,170.0,375.1118421052632,133.0,311.75,170.0,1798.652864683815,375.1118421052632,3.3920151477840483,False
BB PETO/BB TICUL,131,138800.4999412801,372.5593911596917,171.0,315.99236641221376,119.0,422.5,171.0,647.8760206844054,315.99236641221376,1.1790138964106682,False
BB PLAYA DEL CARMEN/BB CANCUN PLANTA,1167,3496419.9472779874,1869.8716392517397,89.0,253.8114824335904,67.0,154.5,89.0,2482.4356982422264,253.8114824335904,7.367167242880709,True
BB PLAYA DEL CARMEN/BB PACABTUN,417,45000.04936819775,212.13215071789037,322.0,358.75779376498804,254.0,413.0,322.0,593.5291529188996,358.75779376498804,0.5912962851389706,False
BB PLAYA DEL CARMEN/IEQSA,29,1663045.5985221677,1289.5912524990883,3070.0,2937.206896551724,2160.0,3540.0,3070.0,4720.676803198833,2937.206896551724,0.43905359680758826,False
BB PLAYA DEL CARMEN/MEGA EMPACK,50,313367.06489795924,559.791983595656,399.0,606.42,240.0,771.0,399.0,1115.5337390024397,606.42,0.9231093690769698,False
BB PLAYA DEL CARMEN/TULUM,276,66349.97844532279,257.5848956078807,115.0,165.7753623188406,95.0,147.25,115.0,444.7086663780873,165.7753623188406,1.5538189270397138,False
BB PONIENTE/BB CAMPECHE OTE,47,20375.99907493061,142.74452380014657,235.0,267.1489361702128,179.0,300.5,235.0,417.7129904641876,267.1489361702128,0.5343256306631801,False
BB PONIENTE/BB CANCUN,101,9694533.242376236,3113.604541745184,415.0,924.7227722772276,330.0,598.0,415.0,4400.413813433836,924.7227722772276,3.367068093367706,False
BB PONIENTE/BB CANCUN NORTE,75,57157.95387387386,239.0772968599776,450.0,477.2133333333333,393.0,494.0,450.0,756.0189399807714,477.2133333333333,0.5009862050375323,False
BB PONIENTE/BB CENTRO,738,2739570.11707354,1655.1646797444475,67.0,165.96883468834687,44.0,102.75,67.0,2185.610790072893,165.96883468834687,9.972743875996263,True
BB PONIENTE/BB IZAMAL,239,52998.80665236808,230.21469686440108,117.0,171.00836820083683,98.0,167.0,117.0,411.6748119864334,171.00836820083683,1.3462188972765985,False
BB PONIENTE/BB MOTUL,173,18699687.40361609,4324.3135181917705,73.0,570.9421965317919,63.0,91.0,73.0,5608.121303285467,570.9421965317919,7.5739953089121155,True
BB PONIENTE/BB PACABTUN,2297,6832826.824803293,2613.967640351214,38.0,191.21201567261645,33.0,47.0,38.0,3383.878579649554,191.21201567261645,13.670519769148385,True
BB PONIENTE/BB PROGRESO,397,226352.98758364483,475.765685588657,52.0,129.32493702770782,49.0,59.0,52.0,660.980077553481,129.32493702770782,3.6788394916188856,False
BB PONIENTE/BB TICUL,54,29872523.943046827,5465.576268157533,180.0,949.9814814814816,145.75,214.25,180.0,7175.9376232416425,949.9814814814816,5.753350328086449,False
BB PONIENTE/MEGA EMPACK,77,21137388.463431302,4597.541567341323,60.0,644.3376623376623,30.0,90.0,60.0,5944.853206196894,644.3376623376623,7.135298518266656,True
BB PROGRESO/BB PACABTUN,782,19918171.78688216,4462.977905712974,42.0,294.3324808184143,36.0,49.0,42.0,5754.611719312607,294.3324808184143,15.16304926083359,True
BB PROGRESO/BB PONIENTE,396,147479.09525636106,384.0300707709763,43.0,93.32323232323232,37.0,50.0,43.0,534.5584905868496,93.32323232323232,4.115053253201284,False
BB TICUL/BB JOSE MARIA MORELOS,99,116844.0954442383,341.8246559922767,289.0,350.1919191919192,147.0,404.0,289.0,726.5355596701143,350.1919191919192,0.9761066354159448,False
BB TICUL/BB PACABTUN,950,60459.46616826572,245.8850669891641,153.0,222.97473684210527,125.0,220.0,153.0,467.7328857461301,222.97473684210527,1.102748546635946,False
BB TICUL/BB PETO,122,82453.29603034817,287.14681964170904,141.0,231.0983606557377,119.25,205.0,141.0,508.5479291413876,231.0983606557377,1.2425307510920232,False
BB TICUL/BB PONIENTE,56,34698.61688311688,186.27564758474705,165.0,230.53571428571428,130.75,267.5,165.0,403.43282890847627,230.53571428571428,0.8080121041631165,False
BB TIZIMIN/BB CANCUN PLANTA,211,90253.18144888284,300.42167273497904,303.0,376.90521327014216,247.0,436.0,303.0,687.5397411007732,376.90521327014216,0.7970748669895832,False
BB TIZIMIN/BB PACABTUN,355,311820.0506564813,558.4084980159967,184.0,315.0929577464789,135.0,358.0,184.0,898.7628774604757,315.0929577464789,1.7722024065840514,False
BB TIZIMIN/BB VALLADOLID,277,781952.7003348502,884.2808944757601,106.0,229.0505415162455,72.0,190.0,106.0,1237.879544928973,229.0505415162455,3.8606365591719944,False
BB TULUM/BB CANCUN PLANTA,417,3942667.915997967,1985.6152487322329,208.0,381.4124700239808,162.0,300.0,208.0,2749.587518377258,381.4124700239808,5.205952622910808,False
BB TULUM/BB PACABTUN,20,6226.260526315788,78.90665704689174,264.5,258.45,184.5,324.0,264.5,365.50052102002144,258.45,0.3053072433619336,False
BB TULUM/BB PLAYA DEL CARMEN,59,71584.39392168321,267.55260028951915,120.0,183.05084745762716,88.0,155.5,120.0,462.4673283705845,183.05084745762716,1.4616299460260764,False
BB VALLADOLID/BB CANCUN PLANTA,135,71519.31155334439,267.4309472618014,225.0,302.4962962962963,193.0,303.0,225.0,567.3116124951058,302.4962962962963,0.8840800715121873,False
BB VALLADOLID/BB PACABTUN,506,477743.6180018004,691.1900013757436,192.0,290.6363636363636,154.0,283.0,192.0,1076.7232017609515,290.6363636363636,2.378195187717604,False
BB VALLADOLID/BB TIZIMIN,277,28581.217182022698,169.05980356673405,85.0,137.014440433213,70.0,140.0,85.0,301.3965485654196,137.014440433213,1.2338831077381323,False
BB XPUJIL/BB PACABTUN,124,288491.25491738785,537.113819331981,824.5,938.6935483870968,563.25,1423.0,824.5,1512.0056887449357,938.6935483870968,0.5721929379986395,False
BEBE CANCUN/IEQSA,172,6383318.181150551,2526.5229429297788,3017.0,3438.488372093024,2025.0,4230.0,3017.0,6250.949366950117,3438.488372093024,0.7347772246185822,False
BEBE MERIDA PACABTUN/IEQSA,123,14288556.54778089,3780.020707321706,2940.0,3394.9024390243903,2320.0,3646.5,2940.0,7778.426505371784,3394.9024390243903,1.113440157770186,False
BIDEGA AURRER APLAYA DEL CARMEN /BODEGA AURRERA PLAYA DEL CARMEN NORTE,21,2245.928571428572,47.39122884488829,31.0,58.85714285714285,24.0,90.0,31.0,91.660772921457,58.85714285714285,0.8051907813451895,False
BKHL COMPANIA PROCTER SMO/WM CEDIS CHALCO,55,749.1737373737373,27.371038295500178,0.0,7.218181818181818,0.0,1.0,0.0,35.03492901824023,7.218181818181818,3.7919574464798735,False
BKHL COMPANIA PROCTER VALLEJO/BKHL COMPANIA PROCTER VALLEJO,24,0.9492753623188408,0.9743076322798876,0.0,0.5833333333333334,0.0,1.0,0.0,1.247113769318256,0.5833333333333334,1.6702416553369501,False
BKHL KIMBERLY CLARK (MERIDA)/WM CEDIS MID TEYA,26,81578.74461538461,285.6199303539313,60.0,117.23076923076924,60.0,67.75,60.0,425.5935108530321,117.23076923076924,2.4363904820217233,False
BODEGA ANGELES IZTAPALAPA/WM CEDIS CHALCO,25,142.70999999999998,11.94612908016651,0.0,2.72,0.0,1.0,0.0,15.291045222613134,2.72,4.391959220649452,False
BODEGA AURRERA AV. TRANSISTMICA/SAMS COATZACOALCOS,20,88034.15526315788,296.70550258321447,75.5,152.95,70.0,99.75,75.5,455.2830433065145,152.95,1.9398856004133016,False
BODEGA AURRERA CHAC MOOL 5043/WM CEDIS MID TEYA,20,7721091.713157895,2778.685249026578,360.0,974.35,45.25,435.0,360.0,3916.71711875402,974.35,2.851834811953177,False
BODEGA AURRERA CHETUMAL/WM CEDIS TEYA,163,34184549.08505642,5846.755432293745,360.0,1126.9631901840492,61.0,420.0,360.0,7843.846953335994,1126.9631901840492,5.1880624702026745,False
BODEGA AURRERA IXTEPEC/PENSION SALINAS CRUZ,199,10196251.005329683,3193.156902710809,235.0,489.6834170854272,214.5,255.5,235.0,4322.240835469836,489.6834170854272,6.5208597867502425,False
BODEGA AURRERA JUCHITAN/PENSION SALINAS CRUZ,449,132023994.7293388,11490.169482185143,132.0,740.8819599109131,105.0,165.0,132.0,14839.416937196984,740.8819599109131,15.50877211744604,True
BODEGA AURRERA KALA CAMPECHE/CEDIS PERECEDEROS VHS,26,2359881.3738461547,1536.190539564072,935.5,1348.576923076923,725.0,1099.25,935.5,2901.823890642012,1348.576923076923,1.1391196996453774,False
BODEGA AURRERA MATIAS ROMERO/PENSION SALINAS CRUZ,288,16680.8392857143,129.1543235269896,381.5,391.8958333333333,358.0,432.0,381.5,546.8175341145467,391.8958333333333,0.32956289029267455,False
BODEGA AURRERA NUEVA KUKULCAN/CEDIS PERECEDEROS VHS,27,163974.62678062683,404.93780606486575,1090.0,1173.6296296296296,919.5,1298.0,1090.0,1608.320391763028,1173.6296296296296,0.34503031948218177,False
BODEGA AURRERA PLAYA MAYA 3670/WM CEDIS MID TEYA,55,186903.65993266008,432.3235593079101,361.0,402.45454545454544,300.0,422.0,361.0,914.3741559141248,402.45454545454544,1.074217111449517,False
BODEGA AURRERA PUERTO ESCONDIDO/PENSION SALINAS CRUZ,294,158818430.80389348,12602.318469388618,642.5,1408.4183673469388,611.0,692.75,642.5,16773.46764081743,1408.4183673469388,8.947851548633107,True
BODEGA AURRERA QUETZALCOATL/ WM CEDIS MID TEYA,62,33844851.03358012,5817.6327688829,60.0,1018.1774193548388,26.0,60.0,60.0,7506.569944170112,1018.1774193548388,5.713771154509794,False
BODEGA AURRERA QUETZALCOATL/CEDIS PERECEDEROS VHS,27,73560798.71794872,8576.759220005462,1249.0,2915.222222222222,1123.0,1419.0,1249.0,12227.251801606992,2915.222222222222,2.9420601814250547,False
BODEGA AURRERA SALINA CRUZ/PENSION SALINAS CRUZ,376,191045811.78155327,13821.93227380142,85.0,1057.1143617021276,63.0,102.25,85.0,17777.073310465817,1057.1143617021276,13.075153242214817,True
BODEGA AURRERA TALLERES 1004/WM CEDIS MID TEYA,22,19041.759740259746,137.99188287815969,360.0,325.04545454545456,301.0,375.25,360.0,536.6296100840444,325.04545454545456,0.42453103388610164,False
BODEGA AURRERA TEHUANTEPEC/PENSION SALINAS CRUZ,208,11879.209215904884,108.99178508449565,253.0,247.19230769230768,229.0,270.5,253.0,392.5094849081544,247.19230769230768,0.44091899987504074,False
BODEGA AURRERA TEZIUTLAN/WM CEDIS CHALCO,181,3153.743830570901,56.158203591024005,0.0,14.298342541436464,0.0,1.0,0.0,71.88250059651072,14.298342541436464,3.927602337702993,False
