Ruta,n_obs,var_time,std_time,median_time,mean_time,q25,q75,tiempo_ideal,buffer_recomendado,mean_time_safe,CV,Es_Critica
WM CEDIS MID TEYA/SAMS AVENIDA AVIACION,31,62679256.38494624,7917.023202248825,60.0,1910.4193548387095,60.0,61.0,60.0,10193.789698878496,1910.4193548387095,4.14412845127254,False
WM CEDIS MID TEYA/SAMS CANCUN 6578,128,15753431.46499754,3969.0592670049086,390.5,807.0859375,319.75,438.0,390.5,5470.895861766283,807.0859375,4.9177653612691135,False
WM CEDIS MID TEYA/SAMS CANCUN CUMBRES,27,22682.900284900286,150.60843364466774,361.0,335.1481481481481,300.5,420.0,361.0,553.7787950651747,335.1481481481481,0.4493786836563189,False
WM CEDIS MID TEYA/SAMS CLUB CHETUMAL,123,77950716.80607755,8828.97031403309,420.0,1516.9268292682927,301.0,480.0,420.0,11721.082001962355,1516.9268292682927,5.820300718322614,False
WM CEDIS MID TEYA/SAMS CLUB MERIDA ORIENTE,166,24018044.39445052,4900.820787832434,60.0,663.8674698795181,60.0,61.0,60.0,6333.050608425516,663.8674698795181,7.382227643601603,True
WM CEDIS MID TEYA/SAMS MERIDA,58,33784981.90955838,5812.485002953416,60.0,1131.051724137931,37.5,61.75,60.0,7499.980803780373,1131.051724137931,5.139009011620222,False
WM CEDIS MID TEYA/SAM´S CLUB CANCUN KABAH,26,150193.01538461537,387.5474363024678,389.5,457.1538461538461,335.25,420.75,389.5,885.5607184671588,457.1538461538461,0.8477396385549525,False
WM CEDIS MID TEYA/WM CANAL 13,118,24141955.23750544,4913.446370675621,60.0,685.042372881356,60.0,61.0,60.0,6349.211354464796,685.042372881356,7.17247073346599,True
WM CEDIS MID TEYA/WM CANCUN COMANCALCO,275,1699465.8646317187,1303.6356333852334,361.0,454.6181818181818,301.0,421.0,361.0,2029.6536107330987,454.6181818181818,2.8675395871135754,False
WM CEDIS MID TEYA/WM CANCUN LABNA,54,66254.92138364782,257.40031348785845,417.5,363.05555555555554,301.25,420.0,417.5,746.9724012644588,363.05555555555554,0.7089832659191205,False
WM CEDIS MID TEYA/WM CANCUN POLIGONO SUR,37,45804.2027027027,214.01916433511903,361.0,319.72972972972974,60.0,420.0,361.0,634.9445303489524,319.72972972972974,0.6693752392560781,False
WM CEDIS MID TEYA/WM CEDIS MEGAPARK,66,1544896.4671328666,1242.9386417409617,2249.0,2316.5454545454545,1695.75,2880.0,2249.0,3839.961461428431,2316.5454545454545,0.5365483501746557,False
WM CEDIS MID TEYA/WM CEDIS VILLAHERMOSA SECOS,27,905187.5156695156,951.4134304651768,841.0,1336.851851851852,630.5,2040.0,841.0,2058.8091909954264,1336.851851851852,0.7116820230657923,False
WM CEDIS MID TEYA/WM INSURGENTES CHETUMAL,54,44776.82459818309,211.60535106226183,360.0,289.9259259259259,18.0,435.75,360.0,630.8548493596952,289.9259259259259,0.7298600509301315,False
WM CEDIS MID TEYA/WM NICHUPTE,41,14283.61097560976,119.51406183211148,360.0,359.8048780487805,301.0,420.0,360.0,512.9779991451027,359.8048780487805,0.3321635395279671,False
WM CEDIS MID TEYA/WM POLIGONO,62,904062.9045478584,950.8222255226568,60.0,259.30645161290323,60.0,60.75,60.0,1277.0524486690008,259.30645161290323,3.6667896984763777,False
WM CEDIS MONTERREY/FRIALSA SANTA ROSA,21,1411009.661904762,1187.8592769788693,1.0,680.5238095238095,0.0,1224.0,1.0,1521.4598745329529,680.5238095238095,1.7455072994581384,False
WM CEDIS MONTERREY/WM CEDIS MEGAPARK IDC,60,322782.4912429379,568.1394998087511,1394.5,1436.6833333333334,1075.0,1605.0,1394.5,2121.7185597552016,1436.6833333333334,0.395452140793321,False
WM CEDIS PERECEDERO VHSA/DESCONSOLIDADOR GAL MERIDA,144,83101.22902097907,288.2728378133796,890.0,915.9583333333334,780.0,961.5,890.0,1258.989232401126,915.9583333333334,0.31472265421103174,False
WM CEDIS PERECEDERO VHSA/WM CEDIS SAN MARTIN OBISPO,22,642485.9675324677,801.552223833524,1285.5,1470.590909090909,1053.75,1580.75,1285.5,2311.4868465069108,1470.590909090909,0.545054521198576,False
WM CEDIS SANTA BARBARA/WM CEDIS MEGAPARK IDC,35,19671.05546218487,140.2535399274645,40.0,86.05714285714286,28.5,60.0,40.0,219.52453110715456,86.05714285714286,1.6297722103125023,False
WM CEDIS VILLAHERMOSA SECOS/CEDIS PERECEDEROS VHS,84,2301.2408204245557,47.97124993602476,1.0,13.654761904761903,0.0,11.25,1.0,62.40319991811169,13.654761904761903,3.513151695401988,False
WM CEDIS VILLAHERMOSA SECOS/PENSION SALINAS CRUZ,1443,6806786.8483462725,2608.981956309064,651.0,882.4684684684685,540.0,805.0,651.0,3990.4969040756014,882.4684684684685,2.9564591252047503,False
WM CEDIS VILLAHERMOSA SECOS/WM CEDIS MEGAPARK IDC,36,455128.42777777766,674.6320684475188,1517.5,1587.9722222222222,1042.5,1816.25,1517.5,2381.029047612824,1587.9722222222222,0.4248387087674826,False
WM CEDIS VILLAHERMOSA SECOS/WM SANTA FE,45,1173063.845454546,1083.080719731704,467.0,730.2,368.0,791.0,467.0,1853.3433212565808,730.2,1.4832658446065514,False
WM CHALCO 2000/WM CEDIS CHALCO,57,435.3220551378445,20.864372867111165,0.0,6.228070175438597,0.0,1.0,0.0,26.70639726990229,6.228070175438597,3.3500542350009472,False
WM COATZACOALCOS/BODEGA AURRERA COATZACOALCOS,20,2902.8710526315786,53.87829853133429,5.0,28.85,4.0,19.0,5.0,73.96422212010789,28.85,1.8675320114847238,False
WM EL MOLINITO/WM CEDIS CHALCO,113,17625588.12262958,4198.283949738224,0.0,408.8584070796461,0.0,1.0,0.0,5373.803455664926,408.8584070796461,10.268307749191992,True
WM INSURGENTES CHETUMAL/WM CEDIS MID TEYA,54,90748.40950384348,301.2447667659033,360.0,336.9259259259259,51.75,465.0,360.0,745.5933014603563,336.9259259259259,0.894097911693898,False
WM LOS ATRIOS CUAUTLA/WM CEDIS CHALCO,83,100982.2018806935,317.7769687700691,0.0,49.33734939759036,0.0,1.0,0.0,406.75452002568846,49.33734939759036,6.440900710113733,False
WM MERIDA NORTE/SUPER CENTER ALTA BRISA,33,11134.630681818182,105.52075948275856,27.0,50.54545454545455,19.0,32.0,27.0,162.06657213793096,50.54545454545455,2.0876409250186048,False
WM NICHUPTE/CEDIS WM MID TEYA,44,691894.4920718814,831.8019548377374,360.0,473.79545454545456,300.0,421.25,360.0,1424.706502192304,473.79545454545456,1.7556140458032545,False
WM PASEO DE LA FUENTES/WM CANCUN POLIGONO SUR,25,742416.5000000001,861.6359440041949,24.0,221.4,15.0,88.0,24.0,1126.8940083253694,221.4,3.8917612646982604,False
WM PLAZA EL PASEO/CEDIS WM CHALCO,115,17332549.45949657,4163.237857665182,0.0,417.55652173913046,0.0,1.0,0.0,5328.944457811433,417.55652173913046,9.970477386690598,True
WM POLIGONO/WM CEDIS MID TEYA,61,2014.9377049180323,44.88805748657467,60.0,48.72131147540984,28.0,60.0,60.0,117.45671358281558,48.72131147540984,0.9213228488159672,False
WM SAN MARTIN TEXMELUCAN/WM CEDIS CHALCO,41,2192.528048780488,46.82443858478698,0.0,12.146341463414634,0.0,1.0,0.0,59.935281388527336,12.146341463414634,3.8550240601933057,False
WM SANTA FE/PENSION TUXTEPEC,83,1026494.6376726414,1013.1607166055352,477.0,808.1807228915662,15.0,1440.0,477.0,1773.845717255085,808.1807228915662,1.2536313820757528,False
WM SANTA FE/WM CEDIS VILLAHERMOSA SECOS,43,643637.6356589147,802.2703008705449,471.0,791.5348837209302,407.0,851.5,471.0,1497.9059851142974,791.5348837209302,1.013562784623147,False
WM TLALPAN/WM CEDIS CHALCO,24,669.0362318840581,25.86573470605577,0.0,5.583333333333333,0.0,1.0,0.0,33.10814042375139,5.583333333333333,4.632668902577152,False
WM VILLA COAPA/WM CEDIS CHALCO,28,624.1944444444445,24.983883694182627,0.0,6.75,0.0,1.0,0.0,31.97937112855376,6.75,3.7013161028418704,False
WM VISTA HERMOSA/WM CEDIS CHALCO,30,475.5402298850573,21.80688491933356,0.0,4.666666666666667,0.0,1.0,0.0,27.912812696746958,4.666666666666667,4.672903911285762,False
|WM CEDIS CHALCO/BODEGA HUAJUAPAN,36,1767.3801587301589,42.04022072646811,0.0,18.63888888888889,0.0,2.0,0.0,53.81148252987918,18.63888888888889,2.25551109709814,False
